,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed
402,0,5-7 years,5-7 years,Master's degree,Woman,Consulting,well payed
403,0,11 - 20 years,5-7 years,Master's degree,Woman,Other,bad payed
404,4,11 - 20 years,11 - 20 years,PhD,Woman,Health,very well payed
405,0,8 - 10 years,8 - 10 years,PhD,Woman,Industry,well payed
407,4,8 - 10 years,2 - 4 years,College degree,Woman,Banking & Insurance,very well payed
408,4,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,very well payed
409,0,21 - 30 years,5-7 years,Master's degree,Woman,Unidentified,well payed
410,1,5-7 years,5-7 years,College degree,Woman,Consulting,bad payed
412,1,11 - 20 years,2 - 4 years,College degree,Woman,Other,bad payed
413,1,21 - 30 years,11 - 20 years,Some college,Woman,Culture,bad payed
414,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,bad payed
415,3,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed
416,0,31 - 40 years,21 - 30 years,Master's degree,Woman,Public & Government,very well payed
417,3,5-7 years,5-7 years,College degree,Woman,Public & Government,well payed
418,0,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,well payed
420,3,11 - 20 years,5-7 years,College degree,Woman,Unidentified,well payed
421,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Public & Government,well payed
422,0,8 - 10 years,5-7 years,Master's degree,Man,Consulting,well payed
423,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Law,very well payed
424,0,11 - 20 years,11 - 20 years,College degree,Man,Education,well payed
425,3,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,well payed
426,3,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed
427,3,21 - 30 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
428,3,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
429,4,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed
430,4,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,very well payed
431,3,11 - 20 years,2 - 4 years,Some college,Woman,Technology & Science,well payed
432,3,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed
433,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,well payed
434,4,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,very well payed
435,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed
436,0,5-7 years,2 - 4 years,Master's degree,Woman,Other,bad payed
437,1,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed
438,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,very well payed
440,3,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed
441,3,5-7 years,5-7 years,College degree,Woman,Advertising,well payed
442,1,8 - 10 years,5-7 years,College degree,Non-binary,Education,bad payed
443,1,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed
444,4,11 - 20 years,21 - 30 years,Some college,Woman,Advertising,very well payed
445,3,8 - 10 years,1 year or less,College degree,Woman,Public & Government,well payed
446,2,8 - 10 years,5-7 years,Master's degree,Man,Technology & Science,very well payed
447,2,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,very well payed
448,4,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,very well payed
449,3,1 year or less,1 year or less,Some college,Non-binary,Technology & Science,well payed
450,0,5-7 years,2 - 4 years,Master's degree,Woman,Education,bad payed
451,0,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,well payed
452,2,21 - 30 years,11 - 20 years,College degree,Man,Public & Government,well payed
453,4,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed
454,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,very well payed
455,0,2 - 4 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed
456,0,8 - 10 years,8 - 10 years,PhD,Woman,Public & Government,well payed
458,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed
460,0,1 year or less,1 year or less,Master's degree,Woman,Education,bad payed
461,1,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
462,0,5-7 years,5-7 years,Master's degree,Woman,Culture,bad payed
463,1,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,bad payed
464,4,8 - 10 years,2 - 4 years,PhD,Woman,Health,very well payed
465,3,8 - 10 years,8 - 10 years,College degree,Woman,Health,well payed
466,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,very well payed
467,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Banking & Insurance,well payed
469,2,21 - 30 years,8 - 10 years,Some college,Man,Industry,very well payed
470,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed
471,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed
473,0,5-7 years,2 - 4 years,PhD,Prefer not to answer,Education,bad payed
475,2,21 - 30 years,21 - 30 years,College degree,Man,Culture,well payed
476,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,well payed
477,1,5-7 years,5-7 years,College degree,Woman,Culture,bad payed
478,4,21 - 30 years,21 - 30 years,College degree,Woman,Health,very well payed
479,3,21 - 30 years,21 - 30 years,College degree,Woman,Industry,well payed
480,0,5-7 years,2 - 4 years,Master's degree,Woman,Consulting,well payed
481,0,5-7 years,5-7 years,PhD,Woman,Education,well payed
483,3,11 - 20 years,11 - 20 years,College degree,Woman,Industry,well payed
484,3,5-7 years,5-7 years,College degree,Prefer not to answer,Health,well payed
486,1,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,bad payed
487,0,5-7 years,5-7 years,Master's degree,Woman,Unidentified,well payed
489,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,well payed
490,0,31 - 40 years,31 - 40 years,Master's degree,Woman,Public & Government,very well payed
491,0,31 - 40 years,21 - 30 years,Master's degree,Woman,Law,bad payed
492,1,11 - 20 years,11 - 20 years,College degree,Woman,Education,bad payed
493,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed
494,1,1 year or less,1 year or less,College degree,Man,Industry,bad payed
495,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed
496,0,11 - 20 years,11 - 20 years,Some college,Woman,Health,well payed
497,0,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,well payed
498,2,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,very well payed
499,0,21 - 30 years,11 - 20 years,Some college,Woman,Other,well payed
500,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed
501,3,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,well payed
502,0,5-7 years,5-7 years,Master's degree,Woman,Unidentified,well payed
503,1,21 - 30 years,21 - 30 years,College degree,Woman,Banking & Insurance,bad payed
504,1,21 - 30 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed
506,1,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,bad payed
507,0,11 - 20 years,5-7 years,Master's degree,Woman,Public & Government,well payed
508,4,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,very well payed
509,1,5-7 years,5-7 years,Master's degree,Non-binary,Non profit Organization,bad payed
510,0,11 - 20 years,8 - 10 years,Master's degree,Man,Culture,well payed
511,1,8 - 10 years,8 - 10 years,College degree,Woman,Law,bad payed
512,3,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed
513,0,11 - 20 years,5-7 years,Master's degree,Woman,Health,very well payed
514,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,very well payed
515,1,11 - 20 years,5-7 years,College degree,Woman,Industry,bad payed
517,1,11 - 20 years,8 - 10 years,Some college,Woman,Consulting,bad payed
518,1,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,bad payed
519,0,5-7 years,2 - 4 years,Master's degree,Woman,Other,bad payed
520,1,5-7 years,5-7 years,College degree,Woman,Non profit Organization,well payed
521,1,11 - 20 years,2 - 4 years,College degree,Woman,Non profit Organization,well payed
522,1,5-7 years,2 - 4 years,College degree,Woman,Law,bad payed
523,3,5-7 years,5-7 years,College degree,Woman,Industry,well payed
524,2,8 - 10 years,2 - 4 years,College degree,Man,Technology & Science,well payed
525,2,2 - 4 years,2 - 4 years,College degree,Man,Industry,well payed
527,0,8 - 10 years,8 - 10 years,College degree,Woman,Education,well payed
528,3,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed
529,1,5-7 years,5-7 years,Some college,Man,Banking & Insurance,bad payed
530,2,11 - 20 years,5-7 years,College degree,Man,Health,well payed
531,0,5-7 years,5-7 years,Master's degree,Prefer not to answer,Education,well payed
532,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
533,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,well payed
534,0,1 year or less,1 year or less,PhD,Prefer not to answer,Education,well payed
535,0,8 - 10 years,5-7 years,Master's degree,Woman,Banking & Insurance,well payed
536,2,11 - 20 years,11 - 20 years,College degree,Man,Industry,well payed
537,0,8 - 10 years,8 - 10 years,PhD,Woman,Law,well payed
538,4,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed
539,0,41 years or more,31 - 40 years,High School,Man,Public & Government,well payed
540,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,very well payed
541,1,5-7 years,2 - 4 years,College degree,Woman,Law,bad payed
542,3,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed
543,1,8 - 10 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed
544,3,5-7 years,2 - 4 years,College degree,Woman,Unidentified,well payed
545,0,8 - 10 years,2 - 4 years,Master's degree,Man,Industry,well payed
546,1,11 - 20 years,8 - 10 years,College degree,Woman,Non profit Organization,bad payed
547,3,5-7 years,1 year or less,Some college,Woman,Technology & Science,well payed
548,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed
549,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,bad payed
550,1,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,bad payed
551,2,2 - 4 years,2 - 4 years,College degree,Man,Technology & Science,well payed
552,0,5-7 years,5-7 years,Master's degree,Non-binary,Education,bad payed
553,1,21 - 30 years,21 - 30 years,College degree,Woman,Non profit Organization,well payed
554,0,11 - 20 years,11 - 20 years,Some college,Woman,Education,bad payed
555,4,11 - 20 years,11 - 20 years,College degree,Woman,Advertising,very well payed
556,1,2 - 4 years,2 - 4 years,College degree,Woman,Education,bad payed
557,3,11 - 20 years,8 - 10 years,College degree,Woman,Consulting,well payed
558,3,21 - 30 years,2 - 4 years,College degree,Woman,Industry,well payed
559,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Banking & Insurance,very well payed
560,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,well payed
561,3,11 - 20 years,5-7 years,College degree,Woman,Health,well payed
562,0,11 - 20 years,11 - 20 years,College degree,Woman,Education,well payed
563,1,11 - 20 years,5-7 years,College degree,Woman,Banking & Insurance,bad payed
564,0,5-7 years,5-7 years,Master's degree,Woman,Industry,well payed
565,0,11 - 20 years,5-7 years,PhD,Woman,Education,well payed
566,3,11 - 20 years,8 - 10 years,College degree,Woman,Health,well payed
567,3,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,well payed
568,0,8 - 10 years,8 - 10 years,Master's degree,Non-binary,Unidentified,bad payed
569,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,well payed
570,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed
571,1,5-7 years,5-7 years,College degree,Woman,Culture,bad payed
572,4,11 - 20 years,8 - 10 years,College degree,Woman,Industry,very well payed
573,3,21 - 30 years,11 - 20 years,College degree,Woman,Industry,well payed
574,1,5-7 years,5-7 years,College degree,Man,Banking & Insurance,bad payed
575,3,31 - 40 years,31 - 40 years,College degree,Woman,Health,well payed
576,1,8 - 10 years,5-7 years,College degree,Woman,Unidentified,bad payed
577,4,5-7 years,5-7 years,PhD,Woman,Health,very well payed
578,1,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed
579,2,11 - 20 years,11 - 20 years,College degree,Prefer not to answer,Banking & Insurance,very well payed
580,3,8 - 10 years,1 year or less,College degree,Woman,Technology & Science,well payed
581,3,21 - 30 years,11 - 20 years,College degree,Woman,Public & Government,well payed
582,3,31 - 40 years,11 - 20 years,College degree,Woman,Public & Government,well payed
583,1,2 - 4 years,2 - 4 years,College degree,Prefer not to answer,Non profit Organization,bad payed
584,1,11 - 20 years,11 - 20 years,College degree,Woman,Health,bad payed
585,0,5-7 years,5-7 years,Master's degree,Woman,Industry,well payed
586,1,11 - 20 years,2 - 4 years,College degree,Woman,Industry,bad payed
587,1,8 - 10 years,8 - 10 years,College degree,Woman,Non profit Organization,bad payed
588,0,21 - 30 years,8 - 10 years,Master's degree,Woman,Education,bad payed
589,2,21 - 30 years,21 - 30 years,Master's degree,Man,Technology & Science,very well payed
590,3,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,well payed
591,3,11 - 20 years,8 - 10 years,College degree,Woman,Industry,well payed
592,0,41 years or more,31 - 40 years,Master's degree,Woman,Health,well payed
593,0,11 - 20 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,well payed
594,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,bad payed
595,0,8 - 10 years,8 - 10 years,PhD,Woman,Education,very bad payed 
596,0,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,well payed
597,0,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,very well payed
598,1,21 - 30 years,11 - 20 years,Some college,Woman,Other,bad payed
599,1,11 - 20 years,5-7 years,College degree,Woman,Non profit Organization,bad payed
600,1,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,bad payed
601,1,5-7 years,5-7 years,College degree,Woman,Non profit Organization,well payed
602,1,5-7 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed
603,1,5-7 years,2 - 4 years,College degree,Woman,Non profit Organization,well payed
604,0,8 - 10 years,5-7 years,PhD,Woman,Public & Government,well payed
605,1,21 - 30 years,5-7 years,College degree,Woman,Education,bad payed
606,0,8 - 10 years,5-7 years,PhD,Woman,Law,well payed
607,0,8 - 10 years,5-7 years,Master's degree,Woman,Culture,bad payed
608,4,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,very well payed
610,0,41 years or more,21 - 30 years,PhD,Woman,Education,bad payed
612,3,21 - 30 years,5-7 years,College degree,Woman,Banking & Insurance,well payed
613,3,11 - 20 years,8 - 10 years,College degree,Woman,Public & Government,well payed
614,3,8 - 10 years,8 - 10 years,College degree,Prefer not to answer,Industry,well payed
615,1,21 - 30 years,11 - 20 years,College degree,Woman,Non profit Organization,bad payed
616,1,2 - 4 years,2 - 4 years,College degree,Woman,Advertising,bad payed
617,1,2 - 4 years,41 years or more,College degree,Man,Banking & Insurance,bad payed
618,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Industry,very well payed
619,0,8 - 10 years,2 - 4 years,College degree,Woman,Education,well payed
620,3,21 - 30 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed
621,0,8 - 10 years,5-7 years,Master's degree,Woman,Health,well payed
622,0,8 - 10 years,8 - 10 years,Master's degree,Woman,Health,well payed
623,0,21 - 30 years,5-7 years,High School,Woman,Public & Government,very bad payed 
624,0,31 - 40 years,31 - 40 years,Master's degree,Woman,Education,bad payed
