,cluster,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry,payed,adjusted_annual_salary,harmonized_salary
293,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,well payed,1.287299503102392,79000.0
294,1,5-7 years,2 - 4 years,Master's degree,Man,Other,bad payed,0.8367446770165546,52000.0
295,1,5-7 years,5-7 years,Master's degree,Woman,Public & Government,well payed,1.8022193043433483,109000.0
296,4,21 - 30 years,21 - 30 years,PhD,Woman,Education,well payed,1.7737596195958207,68040.0
297,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Unidentified,well payed,1.930949254653588,120000.0
298,0,8 - 10 years,5-7 years,College degree,Woman,Education,well payed,1.3340314709378716,51172.38
299,1,11 - 20 years,5-7 years,Master's degree,Woman,Culture,well payed,1.165006050307665,70000.0
300,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,well payed,1.8102649262377384,110000.0
301,0,5-7 years,2 - 4 years,College degree,Woman,Education,well payed,1.0915761387459502,45820.0
302,0,8 - 10 years,5-7 years,Some college,Woman,Public & Government,well payed,1.0915761387459502,45820.0
303,2,1 year or less,1 year or less,College degree,Woman,Banking & Insurance,bad payed,0.7241059704950954,45000.0
304,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Public & Government,well payed,1.2068432841584924,70000.0
306,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,bad payed,0.5474291790081264,34598.4
308,0,5-7 years,1 year or less,College degree,Woman,Public & Government,well payed,1.0298396024819134,64000.0
310,0,21 - 30 years,11 - 20 years,College degree,Woman,Industry,well payed,1.3516644782575111,80000.0
311,1,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,well payed,1.255117015524832,78000.0
312,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Law,well payed,1.1263870652145929,65000.0
313,1,41 years or more,31 - 40 years,Master's degree,Woman,Health,well payed,1.930949254653588,110000.0
314,2,21 - 30 years,11 - 20 years,College degree,Woman,Banking & Insurance,well payed,1.8408382894364204,114400.0
316,0,5-7 years,2 - 4 years,College degree,Woman,Education,bad payed,0.938119512885868,58300.0
317,0,21 - 30 years,21 - 30 years,Master's degree,Prefer not to answer,Technology & Science,very well payed,5.551479107129064,156000.0
318,0,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed,2.301047861795525,130000.0
319,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Culture,well payed,1.2068432841584924,75000.0
320,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.2810486141525372,49140.0
321,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed,2.2688653742179654,126000.0
322,3,21 - 30 years,21 - 30 years,College degree,Man,Industry,very well payed,2.0677248268582167,125000.0
323,4,2 - 4 years,2 - 4 years,PhD,Woman,Non profit Organization,well payed,1.637364208118925,68730.0
324,0,11 - 20 years,5-7 years,College degree,Woman,Education,bad payed,0.6191910609922505,38480.0
325,1,11 - 20 years,2 - 4 years,Master's degree,Man,Non profit Organization,bad payed,0.5953760201848562,36000.0
326,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed,0.8850184083828944,55000.0
327,0,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,bad payed,0.8608815426997245,53500.0
328,1,8 - 10 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed,0.7981256919234829,49600.0
329,0,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,bad payed,0.8045621894389949,50000.0
330,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,well payed,1.0217939805875236,57750.0
332,0,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,well payed,1.045930846270693,65000.0
333,0,5-7 years,2 - 4 years,College degree,Woman,Health,bad payed,0.702865528693906,43680.0
334,0,5-7 years,5-7 years,College degree,Woman,Industry,well payed,1.6895805978218892,103000.0
335,0,21 - 30 years,21 - 30 years,College degree,Woman,Education,well payed,1.675217418507164,64260.0
336,0,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,well payed,1.089377204500399,65000.0
337,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,bad payed,0.8472543744395087,31500.0
338,0,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,well payed,1.7502858776443682,73470.0
339,1,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,well payed,1.2068432841584924,75000.0
340,0,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed,1.133235312519552,43470.0
341,0,5-7 years,1 year or less,College degree,Woman,Advertising,well payed,1.2148889060528822,72500.0
344,0,8 - 10 years,8 - 10 years,College degree,Woman,Unidentified,bad payed,0.6114672639736362,38000.0
346,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Culture,bad payed,0.6275585077624161,39000.0
347,0,11 - 20 years,11 - 20 years,College degree,Woman,Education,well payed,1.6895805978218892,105000.0
349,0,11 - 20 years,8 - 10 years,PhD,Woman,Technology & Science,very well payed,4.9721943307329886,179000.0
350,0,21 - 30 years,5-7 years,College degree,Woman,Advertising,well payed,1.2390257717360522,77000.0
351,0,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,bad payed,0.8850184083828944,55000.0
352,0,5-7 years,2 - 4 years,Master's degree,Prefer not to answer,Technology & Science,well payed,1.081331582606009,64200.0
353,0,21 - 30 years,11 - 20 years,College degree,Woman,Health,bad payed,0.6999691048119255,43500.0
354,0,5-7 years,5-7 years,College degree,Woman,Industry,well payed,1.5125769161453104,92000.0
355,1,21 - 30 years,21 - 30 years,Master's degree,Woman,Public & Government,very well payed,2.7837851754589225,170000.0
356,0,21 - 30 years,11 - 20 years,College degree,Woman,Other,well payed,1.4793967714528462,87938.0
357,4,5-7 years,5-7 years,PhD,Woman,Health,very well payed,2.019451095491877,125000.0
358,0,1 year or less,1 year or less,College degree,Woman,Technology & Science,well payed,1.2721555174385364,47400.0
359,2,31 - 40 years,31 - 40 years,College degree,Man,Banking & Insurance,very well payed,2.992971344713061,186000.0
360,0,21 - 30 years,11 - 20 years,Some college,Woman,Unidentified,bad payed,0.9221936344577852,38710.0
361,0,5-7 years,5-7 years,College degree,Woman,Unidentified,bad payed,0.8206534332277748,51000.0
362,2,8 - 10 years,5-7 years,College degree,Man,Banking & Insurance,well payed,1.0105301099353776,61800.0
363,2,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,very well payed,2.992971344713061,155000.0
364,0,11 - 20 years,11 - 20 years,College degree,Woman,Culture,bad payed,0.6468680003089519,40000.0
365,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,well payed,1.1545467418449578,71750.0
366,1,8 - 10 years,2 - 4 years,Master's degree,Man,Industry,well payed,1.1263870652145929,70000.0
367,1,21 - 30 years,8 - 10 years,Master's degree,Woman,Consulting,well payed,1.399938209623851,87000.0
368,0,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,very well payed,2.526325274838444,157000.0
369,0,5-7 years,5-7 years,College degree,Woman,Other,well payed,1.045930846270693,65000.0
370,0,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.6777631883834093,42120.0
371,1,5-7 years,2 - 4 years,Master's degree,Woman,Consulting,well payed,1.1263870652145929,65000.0
372,3,8 - 10 years,8 - 10 years,College degree,Man,Non profit Organization,well payed,1.3677557220462913,85000.0
373,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.4321206972014109,86000.0
374,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,well payed,1.4803944285677506,85000.0
375,4,21 - 30 years,21 - 30 years,PhD,Woman,Education,well payed,1.5125769161453104,94000.0
376,0,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,well payed,1.6734893540331093,104000.0
377,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.557632398753894,88000.0
378,0,11 - 20 years,8 - 10 years,Some college,Woman,Public & Government,bad payed,0.8367446770165546,52000.0
379,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.094204577637033,65000.0
380,3,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,very well payed,5.6319353260729645,175000.0
381,1,8 - 10 years,5-7 years,Master's degree,Woman,Consulting,very well payed,2.2045003990628462,134000.0
382,0,21 - 30 years,21 - 30 years,College degree,Woman,Health,well payed,1.745899951082619,98500.0
383,0,8 - 10 years,5-7 years,Some college,Woman,Health,bad payed,0.6919234829175356,43000.0
384,0,11 - 20 years,5-7 years,Some college,Woman,Non profit Organization,bad payed,0.5907417419736876,36712.0
385,0,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.8022193043433483,112000.0
386,0,11 - 20 years,11 - 20 years,College degree,Woman,Other,well payed,1.3677557220462913,85000.0
387,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Health,bad payed,0.965474627326794,60000.0
388,0,11 - 20 years,2 - 4 years,High School,Woman,Law,bad payed,0.8045621894389949,50000.0
389,0,2 - 4 years,1 year or less,College degree,Woman,Public & Government,bad payed,0.8367446770165546,52000.0
390,1,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,bad payed,0.9172008959604542,57000.0
391,2,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,bad payed,0.8447902989109446,51000.0
392,2,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed,0.8689271645941145,54000.0
393,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,bad payed,0.9011096521716744,56000.0
394,4,2 - 4 years,5-7 years,PhD,Woman,Education,well payed,1.0298396024819134,56000.0
395,0,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,bad payed,0.6275585077624161,39000.0
396,2,8 - 10 years,2 - 4 years,College degree,Woman,Banking & Insurance,bad payed,0.6758322391287557,40000.0
397,0,8 - 10 years,5-7 years,College degree,Woman,Law,well payed,1.3813846007242234,56485.0
398,0,11 - 20 years,8 - 10 years,College degree,Woman,Other,well payed,1.110295821425813,68000.0
399,2,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,well payed,1.094204577637033,65000.0
400,1,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,well payed,1.2229345279472723,67000.0
401,0,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,very well payed,2.043587961175047,126000.0
402,1,5-7 years,5-7 years,Master's degree,Woman,Consulting,well payed,1.6895805978218892,75000.0
403,1,11 - 20 years,5-7 years,Master's degree,Woman,Other,bad payed,0.8045621894389949,50000.0
404,4,11 - 20 years,11 - 20 years,PhD,Woman,Health,very well payed,2.349321593161865,146000.0
405,4,8 - 10 years,8 - 10 years,PhD,Woman,Industry,well payed,1.6493524883499395,100000.0
407,2,8 - 10 years,2 - 4 years,College degree,Woman,Banking & Insurance,very well payed,2.2527741304291857,135000.0
408,0,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.333230349373085,131000.0
409,1,21 - 30 years,5-7 years,Master's degree,Woman,Unidentified,well payed,1.0620220900594732,64000.0
410,0,5-7 years,5-7 years,College degree,Woman,Consulting,bad payed,0.9944388661465976,61800.0
412,0,11 - 20 years,2 - 4 years,College degree,Woman,Other,bad payed,0.6243402590046601,38800.0
413,0,21 - 30 years,11 - 20 years,Some college,Woman,Culture,bad payed,0.5199235462393357,32860.0
414,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,bad payed,0.8045621894389949,50000.0
415,0,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.1263870652145929,70000.0
416,1,31 - 40 years,21 - 30 years,Master's degree,Woman,Public & Government,very well payed,2.064506578100461,126000.0
417,0,5-7 years,5-7 years,College degree,Woman,Public & Government,well payed,1.016295025728988,42660.0
418,1,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,well payed,1.721763085399449,107000.0
420,0,11 - 20 years,5-7 years,College degree,Woman,Unidentified,well payed,1.416029453412631,80000.0
421,1,11 - 20 years,2 - 4 years,Master's degree,Woman,Public & Government,well payed,1.599723651610444,67150.0
422,1,8 - 10 years,5-7 years,Master's degree,Man,Consulting,well payed,1.947040498442368,105000.0
423,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Law,very well payed,2.011405473597488,120000.0
424,3,11 - 20 years,11 - 20 years,College degree,Man,Education,well payed,1.3194819906799515,82000.0
425,0,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,well payed,1.4482119409901908,90000.0
426,0,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,well payed,1.60912437887799,65000.0
427,0,21 - 30 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.287299503102392,80000.0
428,0,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,well payed,1.0298396024819134,60000.0
429,0,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,very well payed,3.21824875775598,180000.0
430,0,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,very well payed,3.0321374320949515,157029.0
431,0,11 - 20 years,2 - 4 years,Some college,Woman,Technology & Science,well payed,1.930949254653588,120000.0
432,2,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,well payed,1.4803944285677506,82000.0
433,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,well payed,1.3516644782575111,83500.0
434,0,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.7920290308452733,107100.0
435,1,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,bad payed,0.7160603486007054,44500.0
436,1,5-7 years,2 - 4 years,Master's degree,Woman,Other,bad payed,0.9371540382585412,58240.0
437,0,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,well payed,1.729808707293839,107500.0
438,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,very well payed,2.494142787260884,155000.0
440,0,5-7 years,5-7 years,College degree,Woman,Technology & Science,well payed,1.094204577637033,65000.0
441,0,5-7 years,5-7 years,College degree,Woman,Advertising,well payed,1.3275276125743416,82500.0
442,0,8 - 10 years,5-7 years,College degree,Non-binary,Education,bad payed,0.5471022888185165,34000.0
443,0,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,bad payed,0.7241059704950954,45000.0
444,0,11 - 20 years,21 - 30 years,Some college,Woman,Advertising,very well payed,2.574599006204784,140000.0
445,0,8 - 10 years,1 year or less,College degree,Woman,Public & Government,well payed,1.0351153039832286,43450.0
446,3,8 - 10 years,5-7 years,Master's degree,Man,Technology & Science,very well payed,4.521639504647151,201000.0
447,3,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,very well payed,4.505548260858372,210000.0
448,0,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,very well payed,2.301047861795525,115000.0
449,0,1 year or less,1 year or less,Some college,Non-binary,Technology & Science,well payed,1.3355732344687314,80000.0
450,1,5-7 years,2 - 4 years,Master's degree,Woman,Education,bad payed,0.946165134780258,58800.0
451,1,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,well payed,1.6310084704307304,101360.0
452,3,21 - 30 years,11 - 20 years,College degree,Man,Public & Government,well payed,1.6573981102443296,103000.0
453,0,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,very well payed,3.2826137329111,170000.0
454,1,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,very well payed,2.107871164474938,88480.0
455,1,2 - 4 years,11 - 20 years,Master's degree,Woman,Non profit Organization,well payed,1.287299503102392,80000.0
456,4,8 - 10 years,8 - 10 years,PhD,Woman,Public & Government,well payed,1.1071580288870009,66805.0
458,1,11 - 20 years,8 - 10 years,Master's degree,Woman,Consulting,very well payed,2.070943075615973,117000.0
460,1,1 year or less,1 year or less,Master's degree,Woman,Education,bad payed,0.8689271645941145,54000.0
461,1,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,bad payed,0.5837903246569347,33280.0
462,1,5-7 years,5-7 years,Master's degree,Woman,Culture,bad payed,0.5792847763960763,36000.0
463,0,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,bad payed,0.957429005432404,58000.0
464,4,8 - 10 years,2 - 4 years,PhD,Woman,Health,very well payed,2.431282444047315,95708.0
465,0,8 - 10 years,8 - 10 years,College degree,Woman,Health,well payed,1.3070137020584371,48636.0
