,harmonized_salary,how_old_are_you,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,industry cluster tf_idf_bigrams,category_salary,cluster
316,58300.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Education,low,2
317,156000.0,35-44,21 - 30 years,21 - 30 years,Master's degree,Prefer not to answer,Technology & Science,high,1
318,130000.0,45-54,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
319,75000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Culture,medium,2
320,49140.0,25-34,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,low,2
321,126000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,high,1
322,125000.0,45-54,21 - 30 years,21 - 30 years,College degree,Man,Industry,high,1
323,68730.0,25-34,2 - 4 years,2 - 4 years,PhD,Woman,Non profit Organization,medium,0
324,38480.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Education,low,2
325,36000.0,35-44,11 - 20 years,2 - 4 years,Master's degree,Man,Non profit Organization,low,2
326,55000.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Non profit Organization,low,2
327,53500.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,low,2
328,49600.0,25-34,8 - 10 years,2 - 4 years,Master's degree,Woman,Public & Government,low,0
329,50000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,low,2
330,57750.0,25-34,11 - 20 years,2 - 4 years,Master's degree,Woman,Banking & Insurance,low,2
331,62000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Social,medium,2
332,65000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,medium,0
333,43680.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Health,low,0
334,103000.0,25-34,5-7 years,5-7 years,College degree,Woman,Industry,high,1
335,64260.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Education,medium,2
336,65000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Non profit Organization,medium,0
337,31500.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,low,2
338,73470.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,medium,0
339,75000.0,35-44,21 - 30 years,11 - 20 years,Master's degree,Woman,Education,medium,2
340,43470.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,low,2
341,72500.0,18-24,5-7 years,1 year or less,College degree,Woman,Advertising,medium,0
342,86000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Agriculture & Food,medium,2
343,75000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Construction,medium,2
344,38000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Unidentified,low,2
345,63000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Social,medium,2
346,39000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Culture,low,2
347,105000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Education,high,2
348,53000.0,45-54,21 - 30 years,8 - 10 years,High School,Woman,Construction,low,2
349,179000.0,35-44,11 - 20 years,8 - 10 years,PhD,Woman,Technology & Science,high,1
350,77000.0,35-44,21 - 30 years,5-7 years,College degree,Woman,Advertising,medium,0
351,55000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,low,2
352,64200.0,25-34,5-7 years,2 - 4 years,Master's degree,Prefer not to answer,Technology & Science,medium,1
353,43500.0,55-64,21 - 30 years,11 - 20 years,College degree,Woman,Health,low,0
354,92000.0,25-34,5-7 years,5-7 years,College degree,Woman,Industry,medium,0
355,170000.0,55-64,21 - 30 years,21 - 30 years,Master's degree,Woman,Public & Government,high,0
356,87938.0,45-54,21 - 30 years,11 - 20 years,College degree,Woman,Other,medium,2
357,125000.0,25-34,5-7 years,5-7 years,PhD,Woman,Health,high,0
358,47400.0,25-34,1 year or less,1 year or less,College degree,Woman,Technology & Science,low,2
359,186000.0,55-64,31 - 40 years,31 - 40 years,College degree,Man,Banking & Insurance,high,1
360,38710.0,35-44,21 - 30 years,11 - 20 years,Some college,Woman,Unidentified,low,2
361,51000.0,25-34,5-7 years,5-7 years,College degree,Woman,Unidentified,low,2
362,61800.0,25-34,8 - 10 years,5-7 years,College degree,Man,Banking & Insurance,medium,1
363,155000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,high,1
364,40000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Culture,low,2
365,71750.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,medium,2
366,70000.0,35-44,8 - 10 years,2 - 4 years,Master's degree,Man,Industry,medium,1
367,87000.0,35-44,21 - 30 years,8 - 10 years,Master's degree,Woman,Consulting,medium,0
368,157000.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Technology & Science,high,1
369,65000.0,35-44,5-7 years,5-7 years,College degree,Woman,Other,medium,2
370,42120.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
371,65000.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Consulting,medium,0
372,85000.0,25-34,8 - 10 years,8 - 10 years,College degree,Man,Non profit Organization,medium,0
373,86000.0,35-44,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,medium,1
374,85000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,medium,1
375,94000.0,45-54,21 - 30 years,21 - 30 years,PhD,Woman,Education,high,2
376,104000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Technology & Science,high,1
377,88000.0,45-54,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,medium,1
378,52000.0,35-44,11 - 20 years,8 - 10 years,Some college,Woman,Public & Government,low,0
379,65000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,medium,1
380,175000.0,45-54,21 - 30 years,11 - 20 years,College degree,Man,Technology & Science,high,1
381,134000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Consulting,high,0
382,98500.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Health,high,0
383,43000.0,35-44,8 - 10 years,5-7 years,Some college,Woman,Health,low,0
384,36712.0,45-54,11 - 20 years,5-7 years,Some college,Woman,Non profit Organization,low,2
385,112000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
386,85000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Other,medium,2
387,60000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Health,low,0
388,50000.0,35-44,11 - 20 years,2 - 4 years,High School,Woman,Law,low,0
389,52000.0,18-24,2 - 4 years,1 year or less,College degree,Woman,Public & Government,low,0
390,57000.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Public & Government,low,0
391,51000.0,25-34,5-7 years,5-7 years,College degree,Woman,Banking & Insurance,low,2
392,54000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
393,56000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,low,2
394,56000.0,25-34,2 - 4 years,5-7 years,PhD,Woman,Education,low,2
395,39000.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
396,40000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Banking & Insurance,low,2
397,56485.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Law,low,0
398,68000.0,45-54,11 - 20 years,8 - 10 years,College degree,Woman,Other,medium,2
399,65000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Banking & Insurance,medium,0
400,67000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Other,medium,2
401,126000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Public & Government,high,0
402,75000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Consulting,medium,0
403,50000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Other,low,2
404,146000.0,45-54,11 - 20 years,11 - 20 years,PhD,Woman,Health,high,0
405,100000.0,25-34,8 - 10 years,8 - 10 years,PhD,Woman,Industry,high,1
406,52000.0,35-44,11 - 20 years,5-7 years,High School,Woman,Construction,low,2
407,135000.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Banking & Insurance,high,1
408,131000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,high,1
409,64000.0,45-54,21 - 30 years,5-7 years,Master's degree,Woman,Unidentified,medium,0
410,61800.0,25-34,5-7 years,5-7 years,College degree,Woman,Consulting,medium,0
411,49000.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Security & Defense,low,2
412,38800.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Other,low,2
413,32860.0,35-44,21 - 30 years,11 - 20 years,Some college,Woman,Culture,low,2
414,50000.0,25-34,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,low,2
415,70000.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Technology & Science,medium,1
416,126000.0,45-54,31 - 40 years,21 - 30 years,Master's degree,Woman,Public & Government,high,0
417,42660.0,45-54,5-7 years,5-7 years,College degree,Woman,Public & Government,low,0
418,107000.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,high,0
419,31500.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Retail,low,2
420,80000.0,25-34,11 - 20 years,5-7 years,College degree,Woman,Unidentified,medium,0
421,67150.0,35-44,11 - 20 years,2 - 4 years,Master's degree,Woman,Public & Government,medium,0
422,105000.0,25-34,8 - 10 years,5-7 years,Master's degree,Man,Consulting,high,1
423,120000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Law,high,0
424,82000.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Education,medium,2
425,90000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,medium,0
426,65000.0,35-44,11 - 20 years,8 - 10 years,College degree,Woman,Technology & Science,medium,1
427,80000.0,45-54,21 - 30 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
428,60000.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Technology & Science,low,2
429,180000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Technology & Science,high,1
430,157029.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Technology & Science,high,1
431,120000.0,35-44,11 - 20 years,2 - 4 years,Some college,Woman,Technology & Science,high,1
432,82000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Banking & Insurance,medium,0
433,83500.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,medium,0
434,107100.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,high,1
435,44500.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,low,2
436,58240.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Other,low,2
437,107500.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Non profit Organization,high,0
438,155000.0,45-54,11 - 20 years,11 - 20 years,Master's degree,Woman,Public & Government,high,0
439,82400.0,25-34,8 - 10 years,5-7 years,College degree,Woman,Construction,medium,2
440,65000.0,25-34,5-7 years,5-7 years,College degree,Woman,Technology & Science,medium,1
441,82500.0,25-34,5-7 years,5-7 years,College degree,Woman,Advertising,medium,0
442,34000.0,25-34,8 - 10 years,5-7 years,College degree,Non-binary,Education,low,2
443,45000.0,25-34,2 - 4 years,2 - 4 years,College degree,Woman,Technology & Science,low,2
444,140000.0,35-44,11 - 20 years,21 - 30 years,Some college,Woman,Advertising,high,0
445,43450.0,25-34,8 - 10 years,1 year or less,College degree,Woman,Public & Government,low,0
446,201000.0,25-34,8 - 10 years,5-7 years,Master's degree,Man,Technology & Science,high,1
447,210000.0,35-44,11 - 20 years,11 - 20 years,Some college,Man,Technology & Science,high,1
448,115000.0,25-34,11 - 20 years,5-7 years,College degree,Woman,Technology & Science,high,1
449,80000.0,25-34,1 year or less,1 year or less,Some college,Non-binary,Technology & Science,medium,2
450,58800.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Education,low,2
451,101360.0,35-44,8 - 10 years,5-7 years,Master's degree,Woman,Public & Government,high,0
452,103000.0,35-44,21 - 30 years,11 - 20 years,College degree,Man,Public & Government,high,1
453,170000.0,35-44,21 - 30 years,11 - 20 years,College degree,Woman,Technology & Science,high,1
454,88480.0,45-54,11 - 20 years,11 - 20 years,Master's degree,Woman,Education,medium,2
455,80000.0,25-34,2 - 4 years,11 - 20 years,Master's degree,Woman,Non profit Organization,medium,0
456,66805.0,25-34,8 - 10 years,8 - 10 years,PhD,Woman,Public & Government,medium,0
457,90000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Human Ressources,medium,0
458,117000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Consulting,high,0
459,45000.0,25-34,5-7 years,1 year or less,Master's degree,Woman,Social,low,2
460,54000.0,35-44,1 year or less,1 year or less,Master's degree,Woman,Education,low,2
461,33280.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Non profit Organization,low,2
462,36000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Culture,low,2
463,58000.0,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Technology & Science,low,2
464,95708.0,35-44,8 - 10 years,2 - 4 years,PhD,Woman,Health,high,0
465,48636.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Health,low,0
466,165000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Industry,high,1
467,102000.0,45-54,21 - 30 years,21 - 30 years,Master's degree,Woman,Banking & Insurance,high,1
468,71100.0,55-64,21 - 30 years,21 - 30 years,College degree,Man,Retail,medium,2
469,136000.0,55-64,21 - 30 years,8 - 10 years,Some college,Man,Industry,high,1
470,110000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Non profit Organization,high,0
471,72100.0,35-44,8 - 10 years,8 - 10 years,Master's degree,Woman,Non profit Organization,medium,0
472,75000.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Construction,medium,2
473,37024.0,25-34,5-7 years,2 - 4 years,PhD,Prefer not to answer,Education,low,2
474,55000.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Human Ressources,low,0
475,79000.0,35-44,21 - 30 years,21 - 30 years,College degree,Man,Culture,medium,2
476,78000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Consulting,medium,0
477,50000.0,25-34,5-7 years,5-7 years,College degree,Woman,Culture,low,2
478,145000.0,45-54,21 - 30 years,21 - 30 years,College degree,Woman,Health,high,0
479,100000.0,55-64,21 - 30 years,21 - 30 years,College degree,Woman,Industry,high,1
480,64800.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Consulting,medium,0
481,70600.0,35-44,5-7 years,5-7 years,PhD,Woman,Education,medium,2
482,64780.0,25-34,8 - 10 years,5-7 years,Master's degree,Woman,Agriculture & Food,medium,2
483,65000.0,45-54,11 - 20 years,11 - 20 years,College degree,Woman,Industry,medium,0
484,75000.0,25-34,5-7 years,5-7 years,College degree,Prefer not to answer,Health,medium,0
485,75000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Retail,medium,2
486,40000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Unidentified,low,2
487,55805.4,25-34,5-7 years,5-7 years,Master's degree,Woman,Unidentified,low,2
488,47840.0,35-44,11 - 20 years,1 year or less,College degree,Woman,Retail,low,2
489,92000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Woman,Non profit Organization,medium,0
490,165000.0,55-64,31 - 40 years,31 - 40 years,Master's degree,Woman,Public & Government,high,0
491,39917.0,55-64,31 - 40 years,21 - 30 years,Master's degree,Woman,Law,low,0
492,53000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Education,low,2
493,59400.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Non profit Organization,low,2
494,54075.0,18-24,1 year or less,1 year or less,College degree,Man,Industry,low,1
495,53895.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Public & Government,low,0
496,76000.0,35-44,11 - 20 years,11 - 20 years,Some college,Woman,Health,medium,0
497,67080.0,25-34,2 - 4 years,2 - 4 years,Master's degree,Woman,Industry,medium,0
498,72680.0,35-44,11 - 20 years,11 - 20 years,College degree,Man,Technology & Science,medium,1
499,115000.0,45-54,21 - 30 years,11 - 20 years,Some college,Woman,Other,high,1
500,72000.0,25-34,8 - 10 years,8 - 10 years,Master's degree,Woman,Education,medium,2
501,71400.0,25-34,8 - 10 years,2 - 4 years,College degree,Woman,Technology & Science,medium,1
502,64000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Unidentified,medium,0
503,53000.0,35-44,21 - 30 years,21 - 30 years,College degree,Woman,Banking & Insurance,low,2
504,72000.0,55-64,21 - 30 years,11 - 20 years,College degree,Woman,Non profit Organization,medium,0
505,120000.0,45-54,21 - 30 years,21 - 30 years,Some college,Man,Energy,high,1
506,47700.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Advertising,low,2
507,103500.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Public & Government,high,0
508,139000.0,35-44,11 - 20 years,11 - 20 years,College degree,Woman,Public & Government,high,0
509,38110.0,25-34,5-7 years,5-7 years,Master's degree,Non-binary,Non profit Organization,low,2
510,90000.0,35-44,11 - 20 years,8 - 10 years,Master's degree,Man,Culture,medium,2
511,53000.0,25-34,8 - 10 years,8 - 10 years,College degree,Woman,Law,low,0
512,40361.58,25-34,11 - 20 years,11 - 20 years,College degree,Woman,Banking & Insurance,low,2
513,117000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Health,high,0
514,100000.0,35-44,11 - 20 years,11 - 20 years,Master's degree,Woman,Unidentified,high,0
515,52000.0,35-44,11 - 20 years,5-7 years,College degree,Woman,Industry,low,2
516,40000.0,25-34,5-7 years,5-7 years,Master's degree,Woman,Human Ressources,low,0
517,41080.0,25-34,11 - 20 years,8 - 10 years,Some college,Woman,Consulting,low,0
518,32000.0,18-24,2 - 4 years,2 - 4 years,College degree,Woman,Public & Government,low,0
519,29625.0,25-34,5-7 years,2 - 4 years,Master's degree,Woman,Other,low,2
520,60500.0,25-34,5-7 years,5-7 years,College degree,Woman,Non profit Organization,medium,0
521,47400.0,35-44,11 - 20 years,2 - 4 years,College degree,Woman,Non profit Organization,low,2
522,31600.0,25-34,5-7 years,2 - 4 years,College degree,Woman,Law,low,0
523,87000.0,25-34,5-7 years,5-7 years,College degree,Woman,Industry,medium,0
524,95000.0,25-34,8 - 10 years,2 - 4 years,College degree,Man,Technology & Science,high,1
525,89000.0,25-34,2 - 4 years,2 - 4 years,College degree,Man,Industry,medium,1
526,70000.0,35-44,11 - 20 years,5-7 years,Master's degree,Woman,Social,medium,2
